CTD,20201209CCHSIO
# DATE and TIME:  Merged corrected DATE and TIME headers into CTD files
# References:
#     Cruise report available at https://cchdo.ucsd.edu/cruise/33RR20180918
# CCHDO Citation Information
#     Please cite data downloaded from CCHDO as: [Data providers of the parameter(s) used]. [Year of file access]. [CTD/Bottle] data from cruise [expocode], [format version used]. Accessed from CCHDO [url of cruise data page]. Access date [date of download]. [Applicable CCHDO cruise DOI if provided].
#     Information on the scientists who provided the different parameters can be found in the cruise report. Additionally, for US GO-SHIP cruises, this information is usually in the comments section in the text headers of the Exchange bottle files.
#     Users are also encouraged to acknowledge the funding program that supported the data collection in their publication. For US GO-SHIP data this is the NSF/NOAA funded U.S Repeat Hydrography Program.
#     Please see https://cchdo.ucsd.edu/citation or https://cchdo.ucsd.edu for details and examples
# CTD,20200313ODFSIO - Previous Time Stamp. DATE and TIME corrected
# CTD,20190518CCHSIO - Previous Time Stamp. Previous Comments Below
#     SHIP: Roger Revelle
#     Cruise: GEOTRACES, RR1815
#     DATES: 20180918 to 20181125
#     Chief Scientist: Greg Cutter
#     EVENT_CODE = unknown
#     DEPTH_TYPE = unknown
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     STNNBR and CASTNO: removed leading 0s from values to match bottle file.
#     CASTNO: header values for CASTNO were changed to match the file name for the following originator filenames: 00411_ct1.csv,00810_ct1.csv,00812_ct1.csv,00813_ct1.csv,01210_ct1.csv,01212_ct1.csv,01410_ct1.csv,01412_ct1.csv,01413_ct1.csv,01911_ct1.csv,01912_ct1.csv,02111_ct1.csv,02310_ct1.csv,02312_ct1.csv,02313_ct1.csv,02511_ct1.csv,02711_ct1.csv,02910_ct1.csv,02912_ct1.csv,02913_ct1.csv,03111_ct1.csv,03311_ct1.csv,03510_ct1.csv,03512_ct1.csv,03513_ct1.csv,03711_ct1.csv,03910_ct1.csv,03912_ct1.csv
#     Removed erroneous last commas from headers in original file 00702_ct1.csv
#     Original file name: 01413_ct1.csv
#     CTD,20190107ODFSIO - Previous Time Stamp.
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918
SECT_ID = rr1815
STNNBR = 14
CASTNO = 13
DATE = 20181015
TIME = 0805
LATITUDE = 31.999720
LONGITUDE = -151.999960
DEPTH =  5350
INSTRUMENT_ID = 1281
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
       0.0,2,   23.0191,2,   35.1112,2,  215.6979,2,     4.631,1,    0.0195,1,    1.3565,1
       2.0,2,    23.021,2,   35.1111,2,   216.069,2,    4.6312,1,    0.0195,1,    1.3559,1
       4.0,2,   23.0197,2,   35.1108,2,   215.036,2,    4.5939,1,    0.0193,1,    1.3542,1
       6.0,2,   23.0182,2,   35.1109,2,  215.3853,2,    4.5778,1,    0.0195,1,    1.3489,1
       8.0,2,    23.022,2,   35.1109,2,  215.4383,2,     4.559,1,    0.0193,1,    1.3459,1
      10.0,2,   23.0253,2,   35.1108,2,  215.1748,2,    4.5568,1,    0.0198,1,     1.344,1
      12.0,2,   23.0247,2,   35.1109,2,  214.9711,2,    4.5598,1,    0.0195,1,     1.343,1
      14.0,2,   23.0287,2,    35.111,2,  215.2098,2,    4.6338,1,    0.0195,1,    1.3422,1
      16.0,2,   23.0287,2,    35.111,2,   214.944,2,    4.6341,1,    0.0195,1,    1.3408,1
      18.0,2,   23.0292,2,    35.111,2,  214.4048,2,    4.6343,1,    0.0194,1,    1.3399,1
      20.0,2,   23.0289,2,    35.111,2,  215.3268,2,    4.6347,1,    0.0193,1,    1.3391,1
      22.0,2,   23.0295,2,   35.1109,2,  215.2486,2,    4.6337,1,    0.0195,1,    1.3385,1
      24.0,2,   23.0304,2,   35.1109,2,  215.6147,2,    4.6346,1,    0.0192,1,     1.338,1
      26.0,2,   23.0299,2,   35.1109,2,  215.6938,2,    4.6089,1,    0.0191,1,    1.3375,1
      28.0,2,   23.0263,2,   35.1104,2,  215.5365,2,    4.6343,1,    0.0195,1,    1.3374,1
      30.0,2,   23.0205,2,   35.1097,2,  216.0798,2,    4.6335,1,    0.0191,1,    1.3374,1
      32.0,2,   23.0156,2,    35.109,2,  216.6049,2,    4.6322,1,    0.0195,1,    1.3371,1
      34.0,2,   23.0243,2,     35.11,2,  216.2155,2,    4.6338,1,    0.0192,1,    1.3368,1
      36.0,2,   23.0268,2,   35.1102,2,  215.8338,2,    4.6341,1,    0.0192,1,    1.3355,1
      38.0,2,   23.0232,2,   35.1098,2,  215.7718,2,     4.634,1,    0.0195,1,    1.3351,1
      40.0,2,   23.0182,2,    35.109,2,  216.1423,2,    4.6343,1,    0.0195,1,    1.3349,1
      42.0,2,   22.9988,2,   35.1067,2,  216.2314,2,    4.6337,1,    0.0195,1,    1.3346,1
      44.0,2,   22.9972,2,   35.1063,2,  216.3376,2,    4.6315,1,     0.019,1,    1.3345,1
      46.0,2,   22.9739,2,   35.1034,2,  216.7038,2,    4.6328,1,    0.0195,1,    1.3347,1
      48.0,2,   22.5102,2,   35.0303,2,  218.7108,2,    4.6311,1,    0.0195,1,    1.3343,1
      50.0,2,   22.1301,2,    34.989,2,  224.5144,2,    4.6261,1,     0.022,1,     1.334,1
      52.0,2,   19.0579,2,   34.5521,2,  235.7971,2,    4.6139,1,    0.0237,1,     1.334,1
      54.0,2,   18.7062,2,     34.55,2,   252.542,2,    4.6199,1,     0.024,1,    1.3344,1
      56.0,2,   18.5244,2,   34.5315,2,  258.4569,2,    4.6223,1,    0.0239,1,    1.3355,1
      58.0,2,    18.323,2,   34.5148,2,  259.3273,2,    4.6248,1,     0.024,1,    1.3367,1
      60.0,2,   18.2791,2,   34.5107,2,  259.5398,2,    4.6268,1,    0.0241,1,    1.3397,1
      62.0,2,   18.0332,2,   34.4989,2,  259.4444,2,    4.6307,1,    0.0243,1,    1.3427,1
      64.0,2,   17.8977,2,   34.4881,2,   259.076,2,    4.6323,1,    0.0245,1,    1.3462,1
      66.0,2,   17.7888,2,   34.4821,2,  258.3006,2,    4.6356,1,    0.0244,1,    1.3495,1
      68.0,2,   17.6595,2,   34.4741,2,   258.365,2,    4.6358,1,    0.0247,1,    1.3528,1
      70.0,2,   17.6483,2,    34.504,2,  257.6789,2,    4.6378,1,    0.0251,1,    1.3572,1
      72.0,2,   17.7824,2,   34.5807,2,  255.9406,2,    4.6396,1,    0.0252,1,    1.3613,1
      74.0,2,   17.8045,2,   34.5958,2,   254.223,2,    4.6407,1,    0.0253,1,    1.3624,1
      76.0,2,   17.7319,2,   34.5875,2,  253.2953,2,    4.6417,1,    0.0256,1,    1.3605,1
      78.0,2,   17.6259,2,   34.6006,2,  252.6266,2,    4.6426,1,    0.0264,1,     1.358,1
      80.0,2,   17.5563,2,   34.6144,2,  251.5104,2,    4.6434,1,    0.0275,1,    1.3527,1
      82.0,2,   17.4359,2,   34.6028,2,  250.3921,2,    4.6441,1,    0.0274,1,    1.3535,1
      84.0,2,   17.3704,2,   34.5892,2,  249.8811,2,    4.6447,1,    0.0289,1,    1.3478,1
      86.0,2,   17.0773,2,   34.5388,2,  250.4706,2,    4.6434,1,    0.0291,1,    1.3436,1
      88.0,2,   16.9222,2,   34.5458,2,   250.634,2,    4.6456,1,    0.0306,1,    1.3456,1
      90.0,2,   16.8005,2,   34.5355,2,  251.6173,2,    4.6464,1,    0.0311,1,    1.3442,1
      92.0,2,   16.6638,2,   34.5196,2,   249.703,2,    4.6478,1,     0.033,1,    1.3449,1
      94.0,2,   16.6019,2,   34.5168,2,  249.0966,2,     4.648,1,     0.034,1,    1.3438,1
      96.0,2,   16.5453,2,   34.5143,2,  248.3965,2,    4.6486,1,    0.0341,1,    1.3438,1
      98.0,2,    16.374,2,   34.5056,2,  248.1143,2,      4.65,1,     0.034,1,     1.344,1
     100.0,2,   16.4005,2,   34.5046,2,  247.5245,2,    4.6499,1,    0.0345,1,    1.3478,1
     102.0,2,   16.1401,2,   34.4891,2,  247.4057,2,    4.6523,1,    0.0356,1,    1.3486,1
