CTD,20201209CCHSIO
# DATE and TIME:  Merged corrected DATE and TIME headers into CTD files
# References:
#     Cruise report available at https://cchdo.ucsd.edu/cruise/33RR20180918
# CCHDO Citation Information
#     Please cite data downloaded from CCHDO as: [Data providers of the parameter(s) used]. [Year of file access]. [CTD/Bottle] data from cruise [expocode], [format version used]. Accessed from CCHDO [url of cruise data page]. Access date [date of download]. [Applicable CCHDO cruise DOI if provided].
#     Information on the scientists who provided the different parameters can be found in the cruise report. Additionally, for US GO-SHIP cruises, this information is usually in the comments section in the text headers of the Exchange bottle files.
#     Users are also encouraged to acknowledge the funding program that supported the data collection in their publication. For US GO-SHIP data this is the NSF/NOAA funded U.S Repeat Hydrography Program.
#     Please see https://cchdo.ucsd.edu/citation or https://cchdo.ucsd.edu for details and examples
# CTD,20200313ODFSIO - Previous Time Stamp. DATE and TIME corrected
# CTD,20190518CCHSIO - Previous Time Stamp. Previous Comments Below
#     SHIP: Roger Revelle
#     Cruise: GEOTRACES, RR1815
#     DATES: 20180918 to 20181125
#     Chief Scientist: Greg Cutter
#     EVENT_CODE = unknown
#     DEPTH_TYPE = unknown
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     STNNBR and CASTNO: removed leading 0s from values to match bottle file.
#     CASTNO: header values for CASTNO were changed to match the file name for the following originator filenames: 00411_ct1.csv,00810_ct1.csv,00812_ct1.csv,00813_ct1.csv,01210_ct1.csv,01212_ct1.csv,01410_ct1.csv,01412_ct1.csv,01413_ct1.csv,01911_ct1.csv,01912_ct1.csv,02111_ct1.csv,02310_ct1.csv,02312_ct1.csv,02313_ct1.csv,02511_ct1.csv,02711_ct1.csv,02910_ct1.csv,02912_ct1.csv,02913_ct1.csv,03111_ct1.csv,03311_ct1.csv,03510_ct1.csv,03512_ct1.csv,03513_ct1.csv,03711_ct1.csv,03910_ct1.csv,03912_ct1.csv
#     Removed erroneous last commas from headers in original file 00702_ct1.csv
#     Original file name: 03703_ct1.csv
#     CTD,20190107ODFSIO - Previous Time Stamp.
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918
SECT_ID = rr1815
STNNBR = 37
CASTNO = 3
DATE = 20181118
TIME = 2300
LATITUDE = -15.000140
LONGITUDE = -152.000160
DEPTH =  4865
INSTRUMENT_ID = 1281
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
       0.0,2,   28.3635,2,   35.8555,2,  195.6547,2,     4.619,1,    0.0161,1,    1.3845,1
       2.0,2,   28.3436,2,   35.8493,2,   195.775,2,    4.6184,1,    0.0164,1,     1.381,1
       4.0,2,   28.3171,2,   35.8656,2,  195.6446,2,    4.6182,1,    0.0164,1,    1.3784,1
       6.0,2,   28.3474,2,   35.9269,2,  195.2519,2,     4.619,1,    0.0163,1,    1.3749,1
       8.0,2,   28.3752,2,   36.0105,2,  195.2094,2,    4.6184,1,    0.0165,1,    1.3687,1
      10.0,2,    28.409,2,   36.0693,2,  195.0702,2,    4.6188,1,    0.0168,1,    1.3598,1
      12.0,2,   28.4677,2,   36.1519,2,  194.9612,2,    4.6174,1,    0.0168,1,     1.351,1
      14.0,2,   28.4787,2,   36.2064,2,  195.4808,2,    4.6178,1,    0.0171,1,    1.3474,1
      16.0,2,   28.5196,2,   36.3142,2,  194.6926,2,    4.6179,1,    0.0168,1,     1.343,1
      18.0,2,   28.5334,2,   36.3355,2,  194.6573,2,    4.6177,1,    0.0166,1,    1.3397,1
      20.0,2,   28.4762,2,    36.361,2,  194.7341,2,    4.6186,1,    0.0169,1,    1.3358,1
      22.0,2,   28.4138,2,   36.3748,2,  194.8717,2,    4.6176,1,    0.0171,1,    1.3327,1
      24.0,2,   28.3317,2,   36.3907,2,  195.2145,2,    4.6179,1,    0.0171,1,     1.329,1
      26.0,2,    28.296,2,   36.3906,2,  195.8777,2,     4.616,1,    0.0171,1,    1.3258,1
      28.0,2,   28.2784,2,   36.3915,2,  195.7994,2,    4.6157,1,    0.0171,1,    1.3222,1
      30.0,2,   28.2395,2,   36.3935,2,  196.3138,2,    4.6157,1,    0.0171,1,     1.319,1
      32.0,2,   28.1934,2,   36.3928,2,  196.3705,2,    4.6154,1,    0.0171,1,    1.3167,1
      34.0,2,   28.1534,2,   36.3925,2,  196.3962,2,    4.6168,1,    0.0171,1,    1.3133,1
      36.0,2,   28.1259,2,   36.3899,2,   196.325,2,    4.6161,1,    0.0171,1,    1.3103,1
      38.0,2,   28.0953,2,   36.3893,2,  196.8336,2,    4.6163,1,    0.0176,1,    1.3076,1
      40.0,2,   28.1001,2,   36.3893,2,  196.7182,2,    4.6161,1,    0.0178,1,    1.3047,1
      42.0,2,   28.0725,2,   36.3896,2,  196.6139,2,    4.6155,1,    0.0181,1,    1.3023,1
      44.0,2,    28.066,2,     36.39,2,  197.1871,2,    4.6158,1,     0.018,1,    1.3002,1
