CTD,20201209CCHSIO
# DATE and TIME:  Merged corrected DATE and TIME headers into CTD files
# References:
#     Cruise report available at https://cchdo.ucsd.edu/cruise/33RR20180918
# CCHDO Citation Information
#     Please cite data downloaded from CCHDO as: [Data providers of the parameter(s) used]. [Year of file access]. [CTD/Bottle] data from cruise [expocode], [format version used]. Accessed from CCHDO [url of cruise data page]. Access date [date of download]. [Applicable CCHDO cruise DOI if provided].
#     Information on the scientists who provided the different parameters can be found in the cruise report. Additionally, for US GO-SHIP cruises, this information is usually in the comments section in the text headers of the Exchange bottle files.
#     Users are also encouraged to acknowledge the funding program that supported the data collection in their publication. For US GO-SHIP data this is the NSF/NOAA funded U.S Repeat Hydrography Program.
#     Please see https://cchdo.ucsd.edu/citation or https://cchdo.ucsd.edu for details and examples
# CTD,20200313ODFSIO - Previous Time Stamp. DATE and TIME corrected
# CTD,20190518CCHSIO - Previous Time Stamp. Previous Comments Below
#     SHIP: Roger Revelle
#     Cruise: GEOTRACES, RR1815
#     DATES: 20180918 to 20181125
#     Chief Scientist: Greg Cutter
#     EVENT_CODE = unknown
#     DEPTH_TYPE = unknown
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     STNNBR and CASTNO: removed leading 0s from values to match bottle file.
#     CASTNO: header values for CASTNO were changed to match the file name for the following originator filenames: 00411_ct1.csv,00810_ct1.csv,00812_ct1.csv,00813_ct1.csv,01210_ct1.csv,01212_ct1.csv,01410_ct1.csv,01412_ct1.csv,01413_ct1.csv,01911_ct1.csv,01912_ct1.csv,02111_ct1.csv,02310_ct1.csv,02312_ct1.csv,02313_ct1.csv,02511_ct1.csv,02711_ct1.csv,02910_ct1.csv,02912_ct1.csv,02913_ct1.csv,03111_ct1.csv,03311_ct1.csv,03510_ct1.csv,03512_ct1.csv,03513_ct1.csv,03711_ct1.csv,03910_ct1.csv,03912_ct1.csv
#     Removed erroneous last commas from headers in original file 00702_ct1.csv
#     Original file name: 03402_ct1.csv
#     CTD, 20190107ODFSIO - Previous Time Stamp.
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918
SECT_ID = rr1815
STNNBR = 34
CASTNO = 2
DATE = 20181115
TIME = 0430
LATITUDE = -7.500100
LONGITUDE = -152.000220
DEPTH =  5052
INSTRUMENT_ID = 1281
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
       0.0,6,   28.6396,6,    35.656,6,  197.7834,6,    4.6243,6,    0.0049,6,      -999,9
       2.0,6,   28.6396,6,    35.656,6,  197.7834,6,    4.6243,6,    0.0049,6,      -999,9
       4.0,2,   28.6148,2,   35.6539,2,  198.2931,2,    4.6237,1,    0.0052,1,      -999,9
       6.0,2,   28.5877,2,   35.6521,2,  197.7992,2,    4.6241,1,    0.0067,1,      -999,9
       8.0,2,    28.582,2,   35.6512,2,  199.1222,2,    4.6239,1,    0.0054,1,      -999,9
      10.0,2,   28.5726,2,   35.6497,2,  198.3114,2,    4.6239,1,    0.0053,1,      -999,9
      12.0,2,   28.6023,2,    35.654,2,  198.5792,2,    4.6237,1,     0.005,1,      -999,9
      14.0,2,   28.6036,2,   35.6528,2,   198.649,2,    4.6251,1,     0.005,1,      -999,9
      16.0,2,   28.5026,2,   35.6447,2,  199.1816,2,    4.6206,1,    0.0056,1,      -999,9
      18.0,2,   28.4705,2,   35.6454,2,  199.7624,2,    4.6143,1,    0.0063,1,      -999,9
      20.0,2,   28.4625,2,   35.6433,2,  198.6265,2,    4.6163,1,    0.0066,1,      -999,9
      22.0,2,   28.4573,2,   35.6432,2,  199.1451,2,    4.6158,1,    0.0071,1,      -999,9
      24.0,2,   28.4547,2,   35.6431,2,  198.2535,2,    4.6168,1,    0.0079,1,      -999,9
      26.0,2,   28.4519,2,   35.6427,2,  199.5698,2,    4.6183,1,    0.0077,1,      -999,9
      28.0,2,   28.4507,2,   35.6422,2,  199.2142,2,    4.6184,1,    0.0089,1,      -999,9
      30.0,2,   28.4479,2,   35.6416,2,  198.2529,2,     4.619,1,    0.0081,1,      -999,9
      32.0,2,   28.4437,2,   35.6408,2,  198.9705,2,    4.6194,1,    0.0097,1,      -999,9
      34.0,2,   28.4433,2,   35.6409,2,  198.8302,2,    4.6203,1,    0.0093,1,      -999,9
      36.0,2,   28.4437,2,   35.6415,2,  199.2223,2,    4.6201,1,    0.0084,1,      -999,9
      38.0,2,   28.4456,2,   35.6422,2,  197.6296,2,    4.6207,1,    0.0077,1,      -999,9
      40.0,2,   28.4444,2,   35.6422,2,  198.6573,2,    4.6208,1,    0.0083,1,      -999,9
      42.0,2,   28.4416,2,   35.6419,2,  198.5534,2,    4.6227,1,    0.0085,1,      -999,9
      44.0,2,   28.4414,2,   35.6424,2,  199.1087,2,    4.6238,1,    0.0096,1,      -999,9
      46.0,2,   28.4414,2,   35.6425,2,  199.1803,2,    4.6245,1,    0.0095,1,      -999,9
