CTD,20201209CCHSIO
# DATE and TIME:  Merged corrected DATE and TIME headers into CTD files
# References:
#     Cruise report available at https://cchdo.ucsd.edu/cruise/33RR20180918
# CCHDO Citation Information
#     Please cite data downloaded from CCHDO as: [Data providers of the parameter(s) used]. [Year of file access]. [CTD/Bottle] data from cruise [expocode], [format version used]. Accessed from CCHDO [url of cruise data page]. Access date [date of download]. [Applicable CCHDO cruise DOI if provided].
#     Information on the scientists who provided the different parameters can be found in the cruise report. Additionally, for US GO-SHIP cruises, this information is usually in the comments section in the text headers of the Exchange bottle files.
#     Users are also encouraged to acknowledge the funding program that supported the data collection in their publication. For US GO-SHIP data this is the NSF/NOAA funded U.S Repeat Hydrography Program.
#     Please see https://cchdo.ucsd.edu/citation or https://cchdo.ucsd.edu for details and examples
# CTD,20200313ODFSIO - Previous Time Stamp. DATE and TIME corrected
# CTD,20190518CCHSIO - Previous Time Stamp. Previous Comments Below
#     SHIP: Roger Revelle
#     Cruise: GEOTRACES, RR1815
#     DATES: 20180918 to 20181125
#     Chief Scientist: Greg Cutter
#     EVENT_CODE = unknown
#     DEPTH_TYPE = unknown
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     STNNBR and CASTNO: removed leading 0s from values to match bottle file.
#     CASTNO: header values for CASTNO were changed to match the file name for the following originator filenames: 00411_ct1.csv,00810_ct1.csv,00812_ct1.csv,00813_ct1.csv,01210_ct1.csv,01212_ct1.csv,01410_ct1.csv,01412_ct1.csv,01413_ct1.csv,01911_ct1.csv,01912_ct1.csv,02111_ct1.csv,02310_ct1.csv,02312_ct1.csv,02313_ct1.csv,02511_ct1.csv,02711_ct1.csv,02910_ct1.csv,02912_ct1.csv,02913_ct1.csv,03111_ct1.csv,03311_ct1.csv,03510_ct1.csv,03512_ct1.csv,03513_ct1.csv,03711_ct1.csv,03910_ct1.csv,03912_ct1.csv
#     Removed erroneous last commas from headers in original file 00702_ct1.csv
#     Original file name: 00605_ct1.csv
#     CTD,20190107ODFSIO - Previous Time Stamp.
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918
SECT_ID = rr1815
STNNBR = 6
CASTNO = 5
DATE = 20181002
TIME = 0013
LATITUDE = 52.000300
LONGITUDE = -151.999800
DEPTH =  5214
INSTRUMENT_ID = 1281
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
       0.0,2,   13.0537,2,   32.3789,2,  268.1092,2,    4.5086,1,    0.0473,1,    1.4786,1
       2.0,2,   13.0526,2,    32.379,2,  267.3173,2,    4.5096,1,    0.0453,1,    1.4768,1
       4.0,2,   13.0536,2,   32.3788,2,  267.2468,2,    4.5098,1,    0.0479,1,     1.472,1
       6.0,2,   13.0553,2,   32.3789,2,  266.6009,2,    4.5107,1,    0.0483,1,    1.4704,1
       8.0,2,   13.0549,2,   32.3788,2,   267.714,2,    4.5103,1,    0.0517,1,    1.4689,1
      10.0,2,   13.0532,2,   32.3791,2,  266.6299,2,    4.5101,1,    0.0572,1,    1.4668,1
      12.0,2,   13.0547,2,   32.3791,2,   267.249,2,    4.5103,1,    0.0597,1,    1.4653,1
      14.0,2,   13.0548,2,   32.3791,2,   267.298,2,     4.511,1,    0.0618,1,    1.4641,1
      16.0,2,   13.0433,2,   32.3793,2,  266.9798,2,    4.5091,1,    0.0681,1,    1.4622,1
      18.0,2,   13.0472,2,   32.3794,2,  267.4246,2,    4.5095,1,     0.066,1,     1.461,1
      20.0,2,   13.0356,2,   32.3795,2,  266.9844,2,    4.5082,1,     0.071,1,    1.4594,1
      22.0,2,   12.9937,2,   32.3818,2,  265.7114,2,    4.5046,1,    0.0742,1,    1.4585,1
      24.0,2,   12.9928,2,   32.3816,2,  267.1498,2,    4.5057,1,    0.0767,1,    1.4574,1
      26.0,2,   12.9836,2,   32.3823,2,   266.557,2,    4.5075,1,    0.0783,1,    1.4568,1
      28.0,2,   12.9608,2,   32.3833,2,  265.2941,2,    4.5135,1,    0.0765,1,    1.4565,1
      30.0,2,   12.8468,2,   32.3903,2,  265.9055,2,    4.5313,1,    0.0713,1,    1.4558,1
      32.0,2,   12.7245,2,   32.3886,2,  264.6282,2,    4.5305,1,    0.0709,1,    1.4552,1
      34.0,2,   11.9022,2,   32.4097,2,  262.3396,2,    4.5414,1,    0.0681,1,    1.4547,1
      36.0,2,   11.0224,2,   32.4388,2,  272.1317,2,     4.553,1,    0.0648,1,    1.4543,1
      38.0,2,    9.6488,2,   32.5098,2,  270.9534,2,    4.5663,1,    0.0607,1,    1.4543,1
      40.0,2,     9.275,2,   32.5201,2,  286.7682,2,      4.57,1,    0.0614,1,    1.4549,1
      42.0,2,    8.2736,2,   32.5766,2,  290.9257,2,    4.5833,1,    0.0597,1,    1.4561,1
      44.0,2,    7.8042,2,   32.5897,2,  300.6242,2,    4.5942,1,    0.0562,1,    1.4579,1
      46.0,2,    7.0283,2,   32.6187,2,  297.9827,2,    4.5999,1,    0.0564,1,    1.4616,1
      48.0,2,    6.5301,2,   32.6315,2,  312.3041,2,    4.6131,1,      0.05,1,    1.4657,1
      50.0,2,    6.3286,2,   32.6322,2,  317.1754,2,    4.6207,1,    0.0499,1,    1.4716,1
      52.0,2,    6.2113,2,   32.6314,2,  315.3588,2,    4.6239,1,    0.0487,1,    1.4757,1
      54.0,2,    6.1439,2,   32.6339,2,   314.213,2,    4.6262,1,    0.0474,1,    1.4819,1
      56.0,2,    6.0451,2,   32.6373,2,  315.6942,2,    4.6315,1,    0.0451,1,     1.492,1
      58.0,2,     5.955,2,   32.6394,2,   316.819,2,     4.636,1,    0.0421,1,     1.499,1
      60.0,2,    5.8859,2,   32.6401,2,  318.1621,2,    4.6392,1,    0.0416,1,    1.5058,1
      62.0,2,    5.7256,2,    32.643,2,  315.2758,2,     4.645,1,    0.0416,1,    1.5124,1
      64.0,2,    5.6844,2,   32.6417,2,  316.5114,2,    4.6488,1,    0.0398,1,    1.5192,1
      66.0,2,    5.6208,2,   32.6448,2,  316.1177,2,    4.6517,1,    0.0389,1,     1.528,1
      68.0,2,    5.5239,2,   32.6471,2,  314.8938,2,    4.6545,1,    0.0387,1,    1.5337,1
      70.0,2,    5.4882,2,   32.6495,2,  315.1329,2,    4.6579,1,     0.037,1,    1.5384,1
      72.0,2,    5.4036,2,   32.6546,2,  314.0348,2,    4.6614,1,     0.035,1,    1.5451,1
      74.0,2,    5.3807,2,   32.6548,2,  315.2224,2,    4.6627,1,    0.0335,1,     1.551,1
      76.0,2,    5.3259,2,   32.6565,2,  313.7366,2,    4.6637,1,    0.0329,1,    1.5569,1
      78.0,2,    5.2622,2,   32.6611,2,  312.7557,2,    4.6661,1,    0.0326,1,    1.5612,1
      80.0,2,    5.2181,2,   32.6658,2,  312.5269,2,     4.668,1,    0.0307,1,    1.5668,1
      82.0,2,     5.189,2,   32.6688,2,  312.5548,2,    4.6699,1,    0.0303,1,    1.5735,1
      84.0,2,    5.1729,2,   32.6702,2,  312.5386,2,    4.6702,1,    0.0305,1,    1.5773,1
      86.0,2,    5.1541,2,   32.6732,2,  311.9151,2,    4.6705,1,    0.0306,1,    1.5815,1
      88.0,2,    5.1231,2,   32.6767,2,  312.3618,2,    4.6714,1,    0.0306,1,    1.5854,1
      90.0,2,    5.0026,2,   32.6968,2,  309.1361,2,    4.6736,1,    0.0291,1,    1.5884,1
      92.0,2,    5.0093,2,   32.6952,2,  310.4234,2,    4.6736,1,    0.0289,1,    1.5928,1
      94.0,2,    4.8927,2,   32.7181,2,  307.7023,2,    4.6757,1,    0.0271,1,     1.595,1
      96.0,2,    4.8489,2,   32.7281,2,  304.8303,2,     4.676,1,    0.0272,1,    1.5994,1
      98.0,2,    4.7818,2,   32.7471,2,  300.5489,2,    4.6776,1,    0.0268,1,    1.6032,1
     100.0,2,    4.7203,2,   32.7663,2,  295.4507,2,     4.679,1,    0.0257,1,    1.6045,1
     102.0,2,    4.7064,2,   32.7717,2,  295.7961,2,    4.6791,1,    0.0258,1,     1.608,1
     104.0,2,    4.6901,2,   32.7786,2,  296.4661,2,    4.6794,1,    0.0248,1,    1.6128,1
     106.0,2,      4.64,2,   32.7932,2,  294.8604,2,    4.6801,1,     0.024,1,    1.6196,1
     108.0,2,    4.5287,2,   32.8193,2,  290.7918,2,    4.6814,1,    0.0234,1,    1.6232,1
     110.0,2,     4.479,2,   32.8579,2,  291.1333,2,     4.682,1,    0.0231,1,    1.6251,1
     112.0,2,    4.3775,2,   32.9189,2,  278.3203,2,    4.6828,1,    0.0229,1,    1.6252,1
     114.0,2,    4.3218,2,   32.9487,2,  259.7558,2,    4.6838,1,     0.022,1,    1.6273,1
     116.0,2,    4.2826,2,   32.9664,2,  246.1688,2,    4.6846,1,    0.0205,1,    1.6297,1
     118.0,2,    4.1952,2,    33.022,2,  249.4231,2,    4.6849,1,    0.0208,1,    1.6315,1
     120.0,2,    4.1323,2,   33.0564,2,  239.1495,2,    4.6854,1,    0.0209,1,    1.6325,1
     122.0,2,    4.0681,2,   33.1032,2,  230.2171,2,     4.686,1,    0.0189,1,    1.6336,1
     124.0,2,    4.0463,2,    33.119,2,  218.6234,2,    4.6865,1,    0.0199,1,    1.6351,1
     126.0,2,    4.0097,2,   33.1483,2,  213.7178,2,    4.6862,1,    0.0204,1,    1.6374,1
     128.0,2,    3.9583,2,   33.1907,2,  205.4293,2,    4.6868,1,    0.0196,1,    1.6402,1
     130.0,2,    3.9311,2,   33.2195,2,  201.3215,2,    4.6868,1,    0.0195,1,    1.6411,1
     132.0,2,    3.9081,2,   33.2374,2,  198.0432,2,    4.6843,1,     0.019,1,    1.6421,1
     134.0,2,    3.8681,2,   33.2725,2,  191.0738,2,    4.6838,1,    0.0187,1,    1.6435,1
     136.0,2,    3.8448,2,   33.2921,2,  182.5268,2,    4.6874,1,    0.0195,1,    1.6461,1
     138.0,2,    3.7885,2,   33.3419,2,  179.3207,2,    4.6874,1,    0.0195,1,    1.6473,1
     140.0,2,    3.7202,2,    33.402,2,    169.36,2,     4.687,1,    0.0195,1,     1.648,1
     142.0,2,    3.6818,2,   33.4337,2,  149.2809,2,    4.6869,1,    0.0187,1,    1.6492,1
     144.0,2,    3.6661,2,    33.446,2,  141.5158,2,    4.6876,1,    0.0182,1,    1.6512,1
     146.0,2,    3.6374,2,   33.4692,2,  145.4553,2,    4.6869,1,    0.0183,1,    1.6529,1
     148.0,2,    3.5633,2,   33.5325,2,   143.274,2,    4.6854,1,    0.0186,1,    1.6543,1
     150.0,2,    3.5227,2,   33.5671,2,   128.404,2,     4.687,1,     0.018,1,    1.6555,1
     152.0,2,    3.4986,2,   33.5868,2,  115.0368,2,    4.6843,1,     0.018,1,    1.6571,1
     154.0,2,    3.4831,2,   33.5984,2,  111.9468,2,    4.6878,1,    0.0181,1,    1.6592,1
     156.0,2,    3.4607,2,   33.6171,2,  113.0422,2,    4.6877,1,     0.018,1,    1.6606,1
     158.0,2,    3.4477,2,   33.6288,2,  110.3379,2,    4.6876,1,     0.018,1,    1.6626,1
     160.0,2,    3.4437,2,   33.6325,2,  109.4225,2,    4.6877,1,    0.0181,1,     1.665,1
     162.0,2,    3.4318,2,   33.6453,2,  111.0895,2,    4.6873,1,    0.0179,1,     1.666,1
     164.0,2,    3.4191,2,   33.6601,2,  108.7388,2,    4.6885,1,    0.0182,1,    1.6678,1
     166.0,2,    3.4128,2,   33.6716,2,  104.0104,2,    4.6884,1,    0.0181,1,    1.6696,1
     168.0,2,    3.4106,2,   33.6769,2,  101.2088,2,    4.6882,1,    0.0181,1,    1.6709,1
     170.0,2,     3.407,2,   33.6825,2,  100.6727,2,    4.6887,1,     0.018,1,    1.6726,1
     172.0,2,    3.4047,2,   33.6922,2,   98.8834,2,    4.6894,1,    0.0181,1,    1.6748,1
     174.0,2,    3.4057,2,   33.6985,2,   97.2628,2,    4.6894,1,     0.018,1,    1.6766,1
     176.0,2,    3.4089,2,   33.7058,2,   96.1547,2,    4.6898,1,    0.0179,1,    1.6775,1
     178.0,2,     3.414,2,   33.7177,2,     93.36,2,    4.6899,1,    0.0175,1,    1.6796,1
     180.0,2,    3.4187,2,   33.7234,2,   87.1203,2,    4.6901,1,     0.018,1,     1.681,1
     182.0,2,    3.4226,2,   33.7271,2,   85.9826,2,    4.6903,1,    0.0181,1,    1.6821,1
     184.0,2,    3.4264,2,   33.7307,2,   85.9437,2,    4.6904,1,     0.018,1,    1.6834,1
     186.0,2,    3.4327,2,    33.736,2,   85.2647,2,    4.6897,1,    0.0175,1,    1.6855,1
     188.0,2,    3.4378,2,   33.7403,2,   83.4616,2,    4.6909,1,    0.0179,1,    1.6864,1
     190.0,2,     3.444,2,   33.7456,2,    81.866,2,    4.6909,1,     0.018,1,    1.6877,1
     192.0,2,    3.4475,2,    33.748,2,      80.3,2,    4.6905,1,    0.0177,1,    1.6897,1
     194.0,2,    3.4522,2,   33.7513,2,   80.0825,2,    4.6909,1,    0.0181,1,    1.6908,1
     196.0,2,    3.4593,2,   33.7562,2,   79.6543,2,     4.691,1,     0.018,1,    1.6921,1
     198.0,2,    3.4669,2,   33.7614,2,   78.1686,2,    4.6911,1,    0.0179,1,    1.6928,1
     200.0,2,    3.4736,2,   33.7661,2,   75.7853,2,     4.691,1,     0.018,1,    1.6944,1
     202.0,2,    3.4809,2,   33.7712,2,   73.1569,2,    4.6914,1,     0.018,1,    1.6953,1
     204.0,2,    3.4902,2,   33.7771,2,   71.0722,2,     4.687,1,    0.0181,1,    1.6968,1
     206.0,2,    3.4947,2,   33.7802,2,   68.6577,2,    4.6911,1,     0.018,1,    1.6982,1
     208.0,2,    3.5015,2,   33.7849,2,   68.7539,2,    4.6905,1,    0.0179,1,    1.6991,1
     210.0,2,    3.5105,2,   33.7906,2,    67.125,2,    4.6908,1,     0.018,1,    1.7004,1
     212.0,2,    3.5225,2,   33.7973,2,   64.2262,2,    4.6906,1,    0.0179,1,    1.7018,1
     214.0,2,    3.5365,2,   33.8048,2,   62.1961,2,    4.6916,1,     0.018,1,     1.703,1
