CTD,20201209CCHSIO
# DATE and TIME:  Merged corrected DATE and TIME headers into CTD files
# References:
#     Cruise report available at https://cchdo.ucsd.edu/cruise/33RR20180918
# CCHDO Citation Information
#     Please cite data downloaded from CCHDO as: [Data providers of the parameter(s) used]. [Year of file access]. [CTD/Bottle] data from cruise [expocode], [format version used]. Accessed from CCHDO [url of cruise data page]. Access date [date of download]. [Applicable CCHDO cruise DOI if provided].
#     Information on the scientists who provided the different parameters can be found in the cruise report. Additionally, for US GO-SHIP cruises, this information is usually in the comments section in the text headers of the Exchange bottle files.
#     Users are also encouraged to acknowledge the funding program that supported the data collection in their publication. For US GO-SHIP data this is the NSF/NOAA funded U.S Repeat Hydrography Program.
#     Please see https://cchdo.ucsd.edu/citation or https://cchdo.ucsd.edu for details and examples
# CTD,20200313ODFSIO - Previous Time Stamp. DATE and TIME corrected
# CTD,20190518CCHSIO - Previous Time Stamp. Previous Comments Below
#     SHIP: Roger Revelle
#     Cruise: GEOTRACES, RR1815
#     DATES: 20180918 to 20181125
#     Chief Scientist: Greg Cutter
#     EVENT_CODE = unknown
#     DEPTH_TYPE = unknown
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     STNNBR and CASTNO: removed leading 0s from values to match bottle file.
#     CASTNO: header values for CASTNO were changed to match the file name for the following originator filenames: 00411_ct1.csv,00810_ct1.csv,00812_ct1.csv,00813_ct1.csv,01210_ct1.csv,01212_ct1.csv,01410_ct1.csv,01412_ct1.csv,01413_ct1.csv,01911_ct1.csv,01912_ct1.csv,02111_ct1.csv,02310_ct1.csv,02312_ct1.csv,02313_ct1.csv,02511_ct1.csv,02711_ct1.csv,02910_ct1.csv,02912_ct1.csv,02913_ct1.csv,03111_ct1.csv,03311_ct1.csv,03510_ct1.csv,03512_ct1.csv,03513_ct1.csv,03711_ct1.csv,03910_ct1.csv,03912_ct1.csv
#     Removed erroneous last commas from headers in original file 00702_ct1.csv
#     Original file name: 02509_ct1.csv
#     CTD, 20190107ODFSIO - Previous Time Stamp.
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918
SECT_ID = rr1815
STNNBR = 25
CASTNO = 9
DATE = 20181105
TIME = 0529
LATITUDE = 5.000860
LONGITUDE = -151.998100
DEPTH =  5114
INSTRUMENT_ID = 1281
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
       0.0,6,   29.4286,6,   33.9366,6,  197.1147,6,    4.6631,6,    0.0031,6,      -999,9
       2.0,6,   29.4286,6,   33.9366,6,  197.1147,6,    4.6631,6,    0.0031,6,      -999,9
       4.0,6,   29.4286,6,   33.9366,6,  197.1147,6,    4.6631,6,    0.0031,6,      -999,9
       6.0,6,   29.4286,6,   33.9366,6,  197.1147,6,    4.6631,6,    0.0031,6,      -999,9
       8.0,2,   29.4284,2,   33.9364,2,  197.3475,2,    4.6634,1,    0.0035,1,      -999,9
      10.0,2,    29.429,2,   33.9365,2,  197.3404,2,    4.6626,1,    0.0025,1,      -999,9
      12.0,2,   29.4335,2,   33.9372,2,  197.6243,2,    4.6629,1,    0.0025,1,      -999,9
      14.0,2,   29.4348,2,    33.937,2,  197.1657,2,    4.6632,1,    0.0025,1,      -999,9
      16.0,2,    29.437,2,   33.9374,2,  197.0511,2,    4.6575,1,    0.0025,1,      -999,9
      18.0,2,   29.4365,2,   33.9377,2,  197.5632,2,     4.663,1,    0.0024,1,      -999,9
      20.0,2,   29.4354,2,   33.9376,2,  197.3997,2,    4.6624,1,    0.0024,1,      -999,9
      22.0,2,   29.4351,2,   33.9377,2,  197.4179,2,    4.6628,1,    0.0024,1,      -999,9
      24.0,2,   29.4361,2,   33.9376,2,  196.9394,2,    4.6627,1,    0.0024,1,      -999,9
      26.0,2,   29.4314,2,   33.9379,2,  197.4567,2,     4.663,1,    0.0024,1,      -999,9
      28.0,2,    29.412,2,   33.9382,2,  197.8874,2,    4.6629,1,    0.0024,1,      -999,9
      30.0,2,   29.3944,2,   33.9466,2,  197.5404,2,    4.6638,1,    0.0025,1,      -999,9
      32.0,2,    29.403,2,   33.9512,2,  197.4786,2,    4.6632,1,    0.0025,1,      -999,9
      34.0,2,   29.4105,2,   33.9557,2,  197.6918,2,    4.6622,1,    0.0025,1,      -999,9
      36.0,2,   29.4335,2,   33.9713,2,  197.6261,2,    4.6616,1,    0.0025,1,      -999,9
      38.0,2,   29.4462,2,   33.9778,2,  197.7492,2,    4.6594,1,    0.0029,1,      -999,9
      40.0,2,   29.4451,2,   33.9782,2,   197.993,2,    4.6591,1,    0.0027,1,      -999,9
      42.0,2,   29.4509,2,   33.9866,2,  197.9352,2,    4.6589,1,    0.0028,1,      -999,9
      44.0,2,   29.4505,2,   33.9948,2,  198.2881,2,    4.6583,1,    0.0031,1,      -999,9
      46.0,2,   29.4524,2,    34.007,2,  197.6782,2,     4.657,1,    0.0035,1,      -999,9
