CTD,20201209CCHSIO
# DATE and TIME:  Merged corrected DATE and TIME headers into CTD files
# References:
#     Cruise report available at https://cchdo.ucsd.edu/cruise/33RR20180918
# CCHDO Citation Information
#     Please cite data downloaded from CCHDO as: [Data providers of the parameter(s) used]. [Year of file access]. [CTD/Bottle] data from cruise [expocode], [format version used]. Accessed from CCHDO [url of cruise data page]. Access date [date of download]. [Applicable CCHDO cruise DOI if provided].
#     Information on the scientists who provided the different parameters can be found in the cruise report. Additionally, for US GO-SHIP cruises, this information is usually in the comments section in the text headers of the Exchange bottle files.
#     Users are also encouraged to acknowledge the funding program that supported the data collection in their publication. For US GO-SHIP data this is the NSF/NOAA funded U.S Repeat Hydrography Program.
#     Please see https://cchdo.ucsd.edu/citation or https://cchdo.ucsd.edu for details and examples
# CTD,20200313ODFSIO - Previous Time Stamp. DATE and TIME corrected
# CTD,20190518CCHSIO - Previous Time Stamp. Previous Comments Below
#     SHIP: Roger Revelle
#     Cruise: GEOTRACES, RR1815
#     DATES: 20180918 to 20181125
#     Chief Scientist: Greg Cutter
#     EVENT_CODE = unknown
#     DEPTH_TYPE = unknown
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     STNNBR and CASTNO: removed leading 0s from values to match bottle file.
#     CASTNO: header values for CASTNO were changed to match the file name for the following originator filenames: 00411_ct1.csv,00810_ct1.csv,00812_ct1.csv,00813_ct1.csv,01210_ct1.csv,01212_ct1.csv,01410_ct1.csv,01412_ct1.csv,01413_ct1.csv,01911_ct1.csv,01912_ct1.csv,02111_ct1.csv,02310_ct1.csv,02312_ct1.csv,02313_ct1.csv,02511_ct1.csv,02711_ct1.csv,02910_ct1.csv,02912_ct1.csv,02913_ct1.csv,03111_ct1.csv,03311_ct1.csv,03510_ct1.csv,03512_ct1.csv,03513_ct1.csv,03711_ct1.csv,03910_ct1.csv,03912_ct1.csv
#     Removed erroneous last commas from headers in original file 00702_ct1.csv
#     Original file name: 01204_ct1.csv
#     CTD, 20190107ODFSIO - Previous Time Stamp.
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918
SECT_ID = rr1815
STNNBR = 12
CASTNO = 4
DATE = 20181010
TIME = 1551
LATITUDE = 37.000280
LONGITUDE = -152.000020
DEPTH =  5701
INSTRUMENT_ID = 1281
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
       0.0,2,   21.7335,6,   33.8692,6,  219.0658,6,    4.6562,6,    0.0021,6,      -999,9
       2.0,2,   21.7335,6,   33.8692,6,  219.0658,6,    4.6562,6,    0.0021,6,      -999,9
       4.0,2,   21.7335,2,   33.8692,2,  219.0658,2,    4.6562,1,    0.0021,1,      -999,9
       6.0,2,   21.7362,2,   33.8696,2,  221.5589,2,    4.6569,1,    0.0019,1,      -999,9
       8.0,2,   21.7383,2,   33.8696,2,  221.7739,2,    4.6559,1,    0.0016,1,      -999,9
      10.0,2,    21.738,2,   33.8698,2,  221.8744,2,    4.6559,1,    0.0017,1,      -999,9
      12.0,2,   21.7379,2,   33.8698,2,  221.7451,2,    4.6562,1,    0.0017,1,      -999,9
      14.0,2,   21.7408,2,   33.8695,2,  221.7952,2,    4.6566,1,    0.0019,1,      -999,9
      16.0,2,   21.7415,2,   33.8695,2,  221.7489,2,    4.6571,1,    0.0019,1,      -999,9
      18.0,2,   21.7413,2,   33.8696,2,  221.4457,2,    4.6568,1,    0.0017,1,      -999,9
      20.0,2,   21.7415,2,   33.8696,2,  221.7649,2,    4.6533,1,    0.0017,1,      -999,9
      22.0,2,   21.7419,2,   33.8698,2,  222.0917,2,    4.6574,1,    0.0017,1,      -999,9
      24.0,2,   21.7421,2,   33.8697,2,  221.8015,2,    4.6565,1,    0.0015,1,      -999,9
      26.0,2,   21.7425,2,   33.8696,2,  221.4916,2,    4.6561,1,    0.0014,1,      -999,9
      28.0,2,   21.7428,2,   33.8697,2,  221.5242,2,    4.6573,1,    0.0016,1,      -999,9
      30.0,2,   21.7423,2,   33.8697,2,  221.8968,2,    4.6568,1,    0.0015,1,      -999,9
      32.0,2,   21.7354,2,   33.8683,2,  221.6364,2,    4.6566,1,    0.0015,1,      -999,9
      34.0,2,   21.6266,2,   33.8538,2,  222.4915,2,    4.6559,1,    0.0017,1,      -999,9
      36.0,2,   20.6036,2,   33.7755,2,  228.6702,2,    4.6502,1,    0.0024,1,      -999,9
      38.0,2,   18.6441,2,   33.7383,2,  246.4012,2,    4.6379,1,    0.0024,1,      -999,9
      40.0,2,   17.9206,2,   33.7423,2,  259.8459,2,    4.6358,1,    0.0024,1,      -999,9
      42.0,2,   17.1778,2,   33.7337,2,  267.2715,2,    4.6315,1,    0.0027,1,      -999,9
      44.0,2,   16.6126,2,   33.7309,2,    273.98,2,     4.632,1,    0.0033,1,      -999,9
      46.0,2,   16.2949,2,    33.739,2,  277.3566,2,    4.6336,1,    0.0025,1,      -999,9
      48.0,2,   16.1594,2,   33.7592,2,  277.7212,2,    4.6333,1,    0.0029,1,      -999,9
      50.0,2,   16.0993,2,   33.7655,2,  277.6785,2,     4.636,1,     0.003,1,      -999,9
      52.0,2,   15.9576,2,   33.7537,2,   277.782,2,    4.6362,1,    0.0028,1,      -999,9
      54.0,2,   15.7276,2,   33.7751,2,  277.4539,2,     4.637,1,    0.0031,1,      -999,9
      56.0,2,   15.6735,2,   33.7983,2,   276.083,2,    4.6391,1,    0.0033,1,      -999,9
      58.0,2,   15.6169,2,   33.8215,2,   275.516,2,    4.6386,1,    0.0036,1,      -999,9
      60.0,2,   15.3127,2,   33.7809,2,  275.2802,2,    4.6385,1,    0.0037,1,      -999,9
      62.0,2,    15.167,2,   33.7598,2,  274.0108,2,     4.638,1,    0.0037,1,      -999,9
      64.0,2,   15.2126,2,   33.7977,2,  273.4896,2,    4.6402,1,    0.0037,1,      -999,9
      66.0,2,   15.0809,2,   33.7742,2,  273.7575,2,    4.6393,1,    0.0037,1,      -999,9
      68.0,2,   14.8401,2,   33.7462,2,  273.2481,2,    4.6379,1,    0.0039,1,      -999,9
      70.0,2,    14.612,2,   33.7242,2,   271.973,2,    4.6383,1,    0.0048,1,      -999,9
      72.0,2,   14.5556,2,   33.7284,2,  270.9599,2,    4.6374,1,    0.0047,1,      -999,9
      74.0,2,   14.4953,2,   33.7226,2,  270.3414,2,    4.6387,1,    0.0049,1,      -999,9
      76.0,2,   14.2984,2,   33.7025,2,  269.9543,2,    4.6394,1,    0.0049,1,      -999,9
      78.0,2,   14.1296,2,   33.6987,2,  268.6534,2,      4.64,1,    0.0049,1,      -999,9
      80.0,2,   13.9393,2,   33.6786,2,  267.4808,2,     4.641,1,    0.0056,1,      -999,9
      82.0,2,   13.7317,2,   33.6566,2,   266.248,2,    4.6422,1,    0.0061,1,      -999,9
      84.0,2,   13.4914,2,   33.6363,2,  265.7195,2,    4.6437,1,    0.0056,1,      -999,9
      86.0,2,   13.3399,2,   33.6278,2,  263.9852,2,    4.6439,1,    0.0065,1,      -999,9
      88.0,2,   13.2701,2,   33.6258,2,  262.2746,2,    4.6456,1,    0.0066,1,      -999,9
      90.0,2,   13.0998,2,   33.6144,2,  260.0621,2,    4.6453,1,    0.0074,1,      -999,9
      92.0,2,   13.0401,2,   33.6112,2,  258.8411,2,    4.6436,1,    0.0088,1,      -999,9
      94.0,2,   12.8755,2,   33.6028,2,  257.5111,2,    4.6343,1,    0.0117,1,      -999,9
      96.0,2,   12.8069,2,   33.6027,2,  253.9911,2,    4.6339,1,    0.0134,1,      -999,9
